"","Sample_ID","sample_type","extraction_ID","pcr_replicate","alt_ID","tank_ID","taxon","total_reads","MiSeq_run"
"1","e02112-A","sample","e02112","A",59,"40","Boreogadus saida",8466,"A"
"2","e02112-A","sample","e02112","A",59,"40","Gadus chalcogrammus",14810,"A"
"3","e02112-A","sample","e02112","A",59,"40","Gadus macrocephalus",5004,"A"
"4","e02112-B","sample","e02112","B",59,"40","Boreogadus saida",10794,"A"
"5","e02112-B","sample","e02112","B",59,"40","Gadus chalcogrammus",13206,"A"
"6","e02112-B","sample","e02112","B",59,"40","Gadus macrocephalus",5275,"A"
"7","e02112-C","sample","e02112","C",59,"40","Boreogadus saida",6735,"A"
"8","e02112-C","sample","e02112","C",59,"40","Gadus chalcogrammus",11470,"A"
"9","e02112-C","sample","e02112","C",59,"40","Gadus macrocephalus",5309,"A"
"10","e02114-A","sample","e02114","A",423,"47","Boreogadus saida",15263,"A"
"11","e02114-A","sample","e02114","A",423,"47","Gadus chalcogrammus",7974,"A"
"12","e02114-B","sample","e02114","B",423,"47","Boreogadus saida",17540,"A"
"13","e02114-B","sample","e02114","B",423,"47","Gadus chalcogrammus",8340,"A"
"14","e02114-C","sample","e02114","C",423,"47","Boreogadus saida",8299,"A"
"15","e02114-C","sample","e02114","C",423,"47","Gadus chalcogrammus",4295,"A"
"16","e02116-A","sample","e02116","A",299,"55","Boreogadus saida",0,"A"
"17","e02116-A","sample","e02116","A",299,"55","Gadus chalcogrammus",16572,"A"
"18","e02116-A","sample","e02116","A",299,"55","Gadus macrocephalus",13176,"A"
"19","e02116-B","sample","e02116","B",299,"55","Boreogadus saida",0,"A"
"20","e02116-B","sample","e02116","B",299,"55","Gadus chalcogrammus",25590,"A"
"21","e02116-B","sample","e02116","B",299,"55","Gadus macrocephalus",16411,"A"
"22","e02116-C","sample","e02116","C",299,"55","Boreogadus saida",122,"A"
"23","e02116-C","sample","e02116","C",299,"55","Gadus chalcogrammus",16745,"A"
"24","e02116-C","sample","e02116","C",299,"55","Gadus macrocephalus",14170,"A"
"25","e02118-A","sample","e02118","A",224,"55","Boreogadus saida",293,"A"
"26","e02118-A","sample","e02118","A",224,"55","Gadus chalcogrammus",17798,"A"
"27","e02118-A","sample","e02118","A",224,"55","Gadus macrocephalus",11388,"A"
"28","e02118-B","sample","e02118","B",224,"55","Boreogadus saida",205,"A"
"29","e02118-B","sample","e02118","B",224,"55","Gadus chalcogrammus",31017,"A"
"30","e02118-B","sample","e02118","B",224,"55","Gadus macrocephalus",12326,"A"
"31","e02118-C","sample","e02118","C",224,"55","Boreogadus saida",0,"A"
"32","e02118-C","sample","e02118","C",224,"55","Gadus chalcogrammus",15331,"A"
"33","e02118-C","sample","e02118","C",224,"55","Gadus macrocephalus",7970,"A"
"34","e02120-A","sample","e02120","A",413,"11","Boreogadus saida",4364,"A"
"35","e02120-A","sample","e02120","A",413,"11","Gadus chalcogrammus",12610,"A"
"36","e02120-A","sample","e02120","A",413,"11","Gadus macrocephalus",4896,"A"
"37","e02120-B","sample","e02120","B",413,"11","Boreogadus saida",7539,"A"
"38","e02120-B","sample","e02120","B",413,"11","Gadus chalcogrammus",16341,"A"
"39","e02120-B","sample","e02120","B",413,"11","Gadus macrocephalus",6038,"A"
"40","e02120-C","sample","e02120","C",413,"11","Boreogadus saida",5112,"A"
"41","e02120-C","sample","e02120","C",413,"11","Gadus chalcogrammus",13415,"A"
"42","e02120-C","sample","e02120","C",413,"11","Gadus macrocephalus",5820,"A"
"43","e02122-A","sample","e02122","A",213,"40","Boreogadus saida",11336,"A"
"44","e02122-A","sample","e02122","A",213,"40","Gadus chalcogrammus",12141,"A"
"45","e02122-A","sample","e02122","A",213,"40","Gadus macrocephalus",6678,"A"
"46","e02122-B","sample","e02122","B",213,"40","Boreogadus saida",19428,"A"
"47","e02122-B","sample","e02122","B",213,"40","Gadus chalcogrammus",13858,"A"
"48","e02122-B","sample","e02122","B",213,"40","Gadus macrocephalus",9205,"A"
"49","e02122-C","sample","e02122","C",213,"40","Boreogadus saida",9692,"A"
"50","e02122-C","sample","e02122","C",213,"40","Gadus chalcogrammus",9716,"A"
"51","e02122-C","sample","e02122","C",213,"40","Gadus macrocephalus",10313,"A"
"52","e02124-A","sample","e02124","A",220,"40","Boreogadus saida",10368,"A"
"53","e02124-A","sample","e02124","A",220,"40","Gadus chalcogrammus",9415,"A"
"54","e02124-A","sample","e02124","A",220,"40","Gadus macrocephalus",7802,"A"
"55","e02124-B","sample","e02124","B",220,"40","Boreogadus saida",15641,"A"
"56","e02124-B","sample","e02124","B",220,"40","Gadus chalcogrammus",13024,"A"
"57","e02124-B","sample","e02124","B",220,"40","Gadus macrocephalus",9605,"A"
"58","e02124-C","sample","e02124","C",220,"40","Boreogadus saida",8569,"A"
"59","e02124-C","sample","e02124","C",220,"40","Gadus chalcogrammus",10210,"A"
"60","e02124-C","sample","e02124","C",220,"40","Gadus macrocephalus",10279,"A"
"61","e02126-A","sample","e02126","A",273,"47","Boreogadus saida",12369,"A"
"62","e02126-A","sample","e02126","A",273,"47","Gadus chalcogrammus",7624,"A"
"63","e02126-B","sample","e02126","B",273,"47","Boreogadus saida",22195,"A"
"64","e02126-B","sample","e02126","B",273,"47","Gadus chalcogrammus",10416,"A"
"65","e02126-C","sample","e02126","C",273,"47","Boreogadus saida",13582,"A"
"66","e02126-C","sample","e02126","C",273,"47","Gadus chalcogrammus",9944,"A"
"67","e02129-A","sample","e02129","A",275,"47","Boreogadus saida",17740,"A"
"68","e02129-A","sample","e02129","A",275,"47","Gadus chalcogrammus",9620,"A"
"69","e02129-B","sample","e02129","B",275,"47","Boreogadus saida",27748,"A"
"70","e02129-B","sample","e02129","B",275,"47","Gadus chalcogrammus",12946,"A"
"71","e02129-C","sample","e02129","C",275,"47","Boreogadus saida",15387,"A"
"72","e02129-C","sample","e02129","C",275,"47","Gadus chalcogrammus",8914,"A"
"73","e02131-A","sample","e02131","A",495,"11","Boreogadus saida",4761,"A"
"74","e02131-A","sample","e02131","A",495,"11","Gadus chalcogrammus",17352,"A"
"75","e02131-A","sample","e02131","A",495,"11","Gadus macrocephalus",3258,"A"
"76","e02131-B","sample","e02131","B",495,"11","Boreogadus saida",7886,"A"
"77","e02131-B","sample","e02131","B",495,"11","Gadus chalcogrammus",27532,"A"
"78","e02131-B","sample","e02131","B",495,"11","Gadus macrocephalus",4345,"A"
"79","e02131-C","sample","e02131","C",495,"11","Boreogadus saida",2147,"A"
"80","e02131-C","sample","e02131","C",495,"11","Gadus chalcogrammus",12328,"A"
"81","e02131-C","sample","e02131","C",495,"11","Gadus macrocephalus",2855,"A"
"82","e02133-A","sample","e02133","A",141,"86","Boreogadus saida",19317,"A"
"83","e02133-A","sample","e02133","A",141,"86","Gadus macrocephalus",670,"A"
"84","e02133-B","sample","e02133","B",141,"86","Boreogadus saida",40274,"A"
"85","e02133-B","sample","e02133","B",141,"86","Gadus macrocephalus",1076,"A"
"86","e02133-C","sample","e02133","C",141,"86","Boreogadus saida",8188,"A"
"87","e02133-C","sample","e02133","C",141,"86","Gadus macrocephalus",528,"A"
"88","e02137-A","field_blank","e02137","A",118,"T","Gadus chalcogrammus",2029,"A"
"89","e02137-B","field_blank","e02137","B",118,"T","Gadus chalcogrammus",13958,"A"
"90","e02137-C","field_blank","e02137","C",118,"T","Gadus chalcogrammus",2518,"A"
"91","e02139-A","sample","e02139","A",377,"11","Boreogadus saida",4696,"A"
"92","e02139-A","sample","e02139","A",377,"11","Gadus chalcogrammus",25042,"A"
"93","e02139-A","sample","e02139","A",377,"11","Gadus macrocephalus",2887,"A"
"94","e02139-B","sample","e02139","B",377,"11","Boreogadus saida",8042,"A"
"95","e02139-B","sample","e02139","B",377,"11","Gadus chalcogrammus",32354,"A"
"96","e02139-B","sample","e02139","B",377,"11","Gadus macrocephalus",4027,"A"
"97","e02139-C","sample","e02139","C",377,"11","Boreogadus saida",2605,"A"
"98","e02139-C","sample","e02139","C",377,"11","Gadus chalcogrammus",16729,"A"
"99","e02139-C","sample","e02139","C",377,"11","Gadus macrocephalus",2190,"A"
"100","e02141-A","sample","e02141","A",491,"17","Boreogadus saida",5724,"A"
"101","e02141-A","sample","e02141","A",491,"17","Gadus chalcogrammus",19110,"A"
"102","e02141-B","sample","e02141","B",491,"17","Boreogadus saida",8377,"A"
"103","e02141-B","sample","e02141","B",491,"17","Gadus chalcogrammus",21829,"A"
"104","e02141-C","sample","e02141","C",491,"17","Boreogadus saida",2429,"A"
"105","e02141-C","sample","e02141","C",491,"17","Gadus chalcogrammus",14336,"A"
"106","e02143-A","sample","e02143","A",62,"3","Boreogadus saida",2940,"A"
"107","e02143-A","sample","e02143","A",62,"3","Gadus chalcogrammus",11062,"A"
"108","e02143-B","sample","e02143","B",62,"3","Boreogadus saida",3716,"A"
"109","e02143-B","sample","e02143","B",62,"3","Gadus chalcogrammus",17982,"A"
"110","e02143-C","sample","e02143","C",62,"3","Boreogadus saida",1069,"A"
"111","e02143-C","sample","e02143","C",62,"3","Gadus chalcogrammus",8730,"A"
"112","e02146-A","sample","e02146","A",462,"86","Boreogadus saida",18883,"A"
"113","e02146-A","sample","e02146","A",462,"86","Gadus macrocephalus",309,"A"
"114","e02146-B","sample","e02146","B",462,"86","Boreogadus saida",40939,"A"
"115","e02146-B","sample","e02146","B",462,"86","Gadus macrocephalus",885,"A"
"116","e02146-C","sample","e02146","C",462,"86","Boreogadus saida",17468,"A"
"117","e02146-C","sample","e02146","C",462,"86","Gadus macrocephalus",873,"A"
"118","e02150-A","sample","e02150","A",481,"17","Boreogadus saida",11284,"A"
"119","e02150-A","sample","e02150","A",481,"17","Gadus chalcogrammus",22825,"A"
"120","e02150-B","sample","e02150","B",481,"17","Boreogadus saida",11084,"A"
"121","e02150-B","sample","e02150","B",481,"17","Gadus chalcogrammus",28895,"A"
"122","e02150-C","sample","e02150","C",481,"17","Boreogadus saida",3901,"A"
"123","e02150-C","sample","e02150","C",481,"17","Gadus chalcogrammus",12752,"A"
"124","e02152-A","sample","e02152","A",408,"17","Boreogadus saida",5891,"A"
"125","e02152-A","sample","e02152","A",408,"17","Gadus chalcogrammus",16761,"A"
"126","e02152-B","sample","e02152","B",408,"17","Boreogadus saida",12880,"A"
"127","e02152-B","sample","e02152","B",408,"17","Gadus chalcogrammus",24743,"A"
"128","e02152-C","sample","e02152","C",408,"17","Boreogadus saida",5061,"A"
"129","e02152-C","sample","e02152","C",408,"17","Gadus chalcogrammus",11922,"A"
"130","e02154-A","sample","e02154","A",226,"3","Boreogadus saida",3692,"A"
"131","e02154-A","sample","e02154","A",226,"3","Gadus chalcogrammus",18613,"A"
"132","e02154-B","sample","e02154","B",226,"3","Boreogadus saida",7510,"A"
"133","e02154-B","sample","e02154","B",226,"3","Gadus chalcogrammus",42679,"A"
"134","e02154-C","sample","e02154","C",226,"3","Boreogadus saida",2605,"A"
"135","e02154-C","sample","e02154","C",226,"3","Gadus chalcogrammus",15972,"A"
"136","e02156-A","sample","e02156","A",370,"86","Boreogadus saida",5417,"A"
"137","e02156-A","sample","e02156","A",370,"86","Gadus macrocephalus",0,"A"
"138","e02156-B","sample","e02156","B",370,"86","Boreogadus saida",7408,"A"
"139","e02156-B","sample","e02156","B",370,"86","Gadus macrocephalus",0,"A"
"140","e02156-C","sample","e02156","C",370,"86","Boreogadus saida",3820,"A"
"141","e02156-C","sample","e02156","C",370,"86","Gadus macrocephalus",0,"A"
"142","e02158-A","sample","e02158","A",391,"41","Boreogadus saida",6127,"A"
"143","e02158-A","sample","e02158","A",391,"41","Gadus chalcogrammus",9406,"A"
"144","e02158-B","sample","e02158","B",391,"41","Boreogadus saida",12689,"A"
"145","e02158-B","sample","e02158","B",391,"41","Gadus chalcogrammus",23434,"A"
"146","e02158-C","sample","e02158","C",391,"41","Boreogadus saida",5837,"A"
"147","e02158-C","sample","e02158","C",391,"41","Gadus chalcogrammus",12799,"A"
"148","e02160-A","sample","e02160","A",417,"41","Boreogadus saida",19227,"A"
"149","e02160-A","sample","e02160","A",417,"41","Gadus chalcogrammus",13082,"A"
"150","e02160-B","sample","e02160","B",417,"41","Boreogadus saida",19125,"A"
"151","e02160-B","sample","e02160","B",417,"41","Gadus chalcogrammus",17044,"A"
"152","e02160-C","sample","e02160","C",417,"41","Boreogadus saida",5480,"A"
"153","e02160-C","sample","e02160","C",417,"41","Gadus chalcogrammus",6697,"A"
"154","e02163-A","sample","e02163","A",358,"41","Boreogadus saida",10441,"A"
"155","e02163-A","sample","e02163","A",358,"41","Gadus chalcogrammus",5758,"A"
"156","e02163-B","sample","e02163","B",358,"41","Boreogadus saida",30653,"A"
"157","e02163-B","sample","e02163","B",358,"41","Gadus chalcogrammus",26759,"A"
"158","e02163-C","sample","e02163","C",358,"41","Boreogadus saida",3871,"A"
"159","e02163-C","sample","e02163","C",358,"41","Gadus chalcogrammus",5382,"A"
"160","e02165-B","sample","e02165","B",385,"59","Boreogadus saida",0,"A"
"161","e02167-A","sample","e02167","A",404,"3","Boreogadus saida",2350,"A"
"162","e02167-A","sample","e02167","A",404,"3","Gadus chalcogrammus",16577,"A"
"163","e02167-B","sample","e02167","B",404,"3","Boreogadus saida",5473,"A"
"164","e02167-B","sample","e02167","B",404,"3","Gadus chalcogrammus",21400,"A"
"165","e02167-C","sample","e02167","C",404,"3","Boreogadus saida",3018,"A"
"166","e02167-C","sample","e02167","C",404,"3","Gadus chalcogrammus",20760,"A"
"167","e02173-A","sample","e02173","A",500,"76","Boreogadus saida",888,"A"
"168","e02173-A","sample","e02173","A",500,"76","Gadus chalcogrammus",19631,"A"
"169","e02173-B","sample","e02173","B",500,"76","Boreogadus saida",3637,"A"
"170","e02173-B","sample","e02173","B",500,"76","Gadus chalcogrammus",33355,"A"
"171","e02173-C","sample","e02173","C",500,"76","Boreogadus saida",1102,"A"
"172","e02173-C","sample","e02173","C",500,"76","Gadus chalcogrammus",13591,"A"
"173","e02177-A","sample","e02177","A",284,"59","Boreogadus saida",13814,"A"
"174","e02177-B","sample","e02177","B",284,"59","Boreogadus saida",16778,"A"
"175","e02177-C","sample","e02177","C",284,"59","Boreogadus saida",2706,"A"
"176","e02182-A","sample","e02182","A",406,"76","Boreogadus saida",2453,"A"
"177","e02182-A","sample","e02182","A",406,"76","Gadus chalcogrammus",23487,"A"
"178","e02182-B","sample","e02182","B",406,"76","Boreogadus saida",3466,"A"
"179","e02182-B","sample","e02182","B",406,"76","Gadus chalcogrammus",30169,"A"
"180","e02182-C","sample","e02182","C",406,"76","Boreogadus saida",1664,"A"
"181","e02182-C","sample","e02182","C",406,"76","Gadus chalcogrammus",20002,"A"
"182","e02184-A","sample","e02184","A",154,"76","Boreogadus saida",2224,"A"
"183","e02184-A","sample","e02184","A",154,"76","Gadus chalcogrammus",22106,"A"
"184","e02184-B","sample","e02184","B",154,"76","Boreogadus saida",3438,"A"
"185","e02184-B","sample","e02184","B",154,"76","Gadus chalcogrammus",32377,"A"
"186","e02184-C","sample","e02184","C",154,"76","Boreogadus saida",1758,"A"
"187","e02184-C","sample","e02184","C",154,"76","Gadus chalcogrammus",17000,"A"
"188","e02186-A","sample","e02186","A",199,"7","Gadus chalcogrammus",19605,"A"
"189","e02186-B","sample","e02186","B",199,"7","Gadus chalcogrammus",29056,"A"
"190","e02186-C","sample","e02186","C",199,"7","Gadus chalcogrammus",16738,"A"
"191","e02188-A","sample","e02188","A",443,"7","Gadus chalcogrammus",18876,"A"
"192","e02188-B","sample","e02188","B",443,"7","Gadus chalcogrammus",27520,"A"
"193","e02188-C","sample","e02188","C",443,"7","Gadus chalcogrammus",14276,"A"
"194","e02190-A","sample","e02190","A",35,"34","Gadus chalcogrammus",19874,"A"
"195","e02190-B","sample","e02190","B",35,"34","Gadus chalcogrammus",27699,"A"
"196","e02190-C","sample","e02190","C",35,"34","Gadus chalcogrammus",17171,"A"
"197","e02192-A","sample","e02192","A",420,"34","Gadus chalcogrammus",19702,"A"
"198","e02192-B","sample","e02192","B",420,"34","Gadus chalcogrammus",35585,"A"
"199","e02192-C","sample","e02192","C",420,"34","Gadus chalcogrammus",16329,"A"
"200","e02194-A","sample","e02194","A",181,"34","Gadus chalcogrammus",20637,"A"
"201","e02194-B","sample","e02194","B",181,"34","Gadus chalcogrammus",22820,"A"
"202","e02194-C","sample","e02194","C",181,"34","Gadus chalcogrammus",16058,"A"
"203","e02197-A","sample","e02197","A",366,"7","Gadus chalcogrammus",7246,"A"
"204","e02197-B","sample","e02197","B",366,"7","Gadus chalcogrammus",8170,"A"
"205","e02197-C","sample","e02197","C",366,"7","Gadus chalcogrammus",5841,"A"
"206","e02199-A","sample","e02199","A",89,"67","Gadus macrocephalus",30282.3774755794,"A"
"207","e02199-B","sample","e02199","B",89,"67","Gadus macrocephalus",37781.855736449,"A"
"208","e02199-C","sample","e02199","C",89,"67","Gadus macrocephalus",32830.6595288259,"A"
"209","e02201-A","sample","e02201","A",388,"67","Gadus macrocephalus",31730.8404520207,"A"
"210","e02201-B","sample","e02201","B",388,"67","Gadus macrocephalus",38670.3891591649,"A"
"211","e02201-C","sample","e02201","C",388,"67","Gadus macrocephalus",24427.682168167,"A"
"212","e02203-A","sample","e02203","A",368,"67","Gadus macrocephalus",39171.8507182532,"A"
"213","e02203-B","sample","e02203","B",368,"67","Gadus macrocephalus",41758.0737789695,"A"
"214","e02203-C","sample","e02203","C",368,"67","Gadus macrocephalus",27992.8540892549,"A"
"215","e02205-A","sample","e02205","A",384,"87","Gadus chalcogrammus",0,"A"
"216","e02205-A","sample","e02205","A",384,"87","Gadus macrocephalus",25903.0625550661,"A"
"217","e02205-B","sample","e02205","B",384,"87","Gadus chalcogrammus",11,"A"
"218","e02205-B","sample","e02205","B",384,"87","Gadus macrocephalus",31635.871557173,"A"
"219","e02205-C","sample","e02205","C",384,"87","Gadus chalcogrammus",0,"A"
"220","e02205-C","sample","e02205","C",384,"87","Gadus macrocephalus",38107.9715763264,"A"
"221","e02207-A","sample","e02207","A",429,"98","Eleginus gracilis",111,"A"
"222","e02207-A","sample","e02207","A",429,"98","Gadus chalcogrammus",1605,"A"
"223","e02207-A","sample","e02207","A",429,"98","Gadus macrocephalus",22321,"A"
"224","e02207-B","sample","e02207","B",429,"98","Eleginus gracilis",113,"A"
"225","e02207-B","sample","e02207","B",429,"98","Gadus chalcogrammus",2053,"A"
"226","e02207-B","sample","e02207","B",429,"98","Gadus macrocephalus",31995,"A"
"227","e02207-C","sample","e02207","C",429,"98","Eleginus gracilis",0,"A"
"228","e02207-C","sample","e02207","C",429,"98","Gadus chalcogrammus",5138,"A"
"229","e02207-C","sample","e02207","C",429,"98","Gadus macrocephalus",103572,"A"
"230","e02209-A","sample","e02209","A",332,"98","Eleginus gracilis",0,"A"
"231","e02209-A","sample","e02209","A",332,"98","Gadus chalcogrammus",1997,"A"
"232","e02209-A","sample","e02209","A",332,"98","Gadus macrocephalus",22614,"A"
"233","e02209-B","sample","e02209","B",332,"98","Eleginus gracilis",0,"A"
"234","e02209-B","sample","e02209","B",332,"98","Gadus chalcogrammus",3014,"A"
"235","e02209-B","sample","e02209","B",332,"98","Gadus macrocephalus",41908,"A"
"236","e02209-C","sample","e02209","C",332,"98","Eleginus gracilis",0,"A"
"237","e02209-C","sample","e02209","C",332,"98","Gadus chalcogrammus",2552,"A"
"238","e02209-C","sample","e02209","C",332,"98","Gadus macrocephalus",38126,"A"
"239","e02211-A","sample","e02211","A",300,"87","Gadus chalcogrammus",0,"A"
"240","e02211-A","sample","e02211","A",300,"87","Gadus macrocephalus",24167.9395901168,"A"
"241","e02211-B","sample","e02211","B",300,"87","Gadus chalcogrammus",30,"A"
"242","e02211-B","sample","e02211","B",300,"87","Gadus macrocephalus",29665.9663282896,"A"
"243","e02211-C","sample","e02211","C",300,"87","Gadus chalcogrammus",0,"A"
"244","e02211-C","sample","e02211","C",300,"87","Gadus macrocephalus",28356.4422141352,"A"
"245","e02216-A","sample","e02216","A",133,"87","Gadus chalcogrammus",204,"A"
"246","e02216-A","sample","e02216","A",133,"87","Gadus macrocephalus",34554.5304347826,"A"
"247","e02216-B","sample","e02216","B",133,"87","Gadus chalcogrammus",285,"A"
"248","e02216-B","sample","e02216","B",133,"87","Gadus macrocephalus",46567.9160314116,"A"
"249","e02216-C","sample","e02216","C",133,"87","Gadus chalcogrammus",0,"A"
"250","e02216-C","sample","e02216","C",133,"87","Gadus macrocephalus",36600.5901168359,"A"
"251","e02218-A","sample","e02218","A",314,"98","Eleginus gracilis",22,"A"
"252","e02218-A","sample","e02218","A",314,"98","Gadus chalcogrammus",3684,"A"
"253","e02218-A","sample","e02218","A",314,"98","Gadus macrocephalus",13842,"A"
"254","e02218-B","sample","e02218","B",314,"98","Eleginus gracilis",44,"A"
"255","e02218-B","sample","e02218","B",314,"98","Gadus chalcogrammus",4788,"A"
"256","e02218-B","sample","e02218","B",314,"98","Gadus macrocephalus",15682,"A"
"257","e02218-C","sample","e02218","C",314,"98","Eleginus gracilis",0,"A"
"258","e02218-C","sample","e02218","C",314,"98","Gadus chalcogrammus",2942,"A"
"259","e02218-C","sample","e02218","C",314,"98","Gadus macrocephalus",14585,"A"
"260","e02220-A","sample","e02220","A",79,"72","Gadus chalcogrammus",3456,"A"
"261","e02220-A","sample","e02220","A",79,"72","Gadus macrocephalus",24728.5923769393,"A"
"262","e02220-B","sample","e02220","B",79,"72","Gadus chalcogrammus",5072,"A"
"263","e02220-B","sample","e02220","B",79,"72","Gadus macrocephalus",30029.0767285961,"A"
"264","e02220-C","sample","e02220","C",79,"72","Gadus chalcogrammus",3065,"A"
"265","e02220-C","sample","e02220","C",79,"72","Gadus macrocephalus",26500.1282895997,"A"
"266","e02222-A","sample","e02222","A",94,"72","Gadus chalcogrammus",2825,"A"
"267","e02222-A","sample","e02222","A",94,"72","Gadus macrocephalus",26935.918061674,"A"
"268","e02222-B","sample","e02222","B",94,"72","Gadus chalcogrammus",4248,"A"
"269","e02222-B","sample","e02222","B",94,"72","Gadus macrocephalus",37159.3344186937,"A"
"270","e02222-C","sample","e02222","C",94,"72","Gadus chalcogrammus",2661,"A"
"271","e02222-C","sample","e02222","C",94,"72","Gadus macrocephalus",31641.9937942923,"A"
"272","e02224-A","sample","e02224","A",10,"72","Gadus chalcogrammus",3465,"A"
"273","e02224-A","sample","e02224","A",10,"72","Gadus macrocephalus",27820.2812871097,"A"
"274","e02224-B","sample","e02224","B",10,"72","Gadus chalcogrammus",5940,"A"
"275","e02224-B","sample","e02224","B",10,"72","Gadus macrocephalus",39635.9003256081,"A"
"276","e02224-C","sample","e02224","C",10,"72","Gadus chalcogrammus",2680,"A"
"277","e02224-C","sample","e02224","C",10,"72","Gadus macrocephalus",25083.0267764796,"A"
"278","e02226-A","sample","e02226","A",340,"32","Gadus chalcogrammus",5815,"A"
"279","e02226-A","sample","e02226","A",340,"32","Gadus macrocephalus",22545.3413905382,"A"
"280","e02226-B","sample","e02226","B",340,"32","Gadus chalcogrammus",6407,"A"
"281","e02226-B","sample","e02226","B",340,"32","Gadus macrocephalus",20402.0435931814,"A"
"282","e02226-C","sample","e02226","C",340,"32","Gadus chalcogrammus",4267,"A"
"283","e02226-C","sample","e02226","C",340,"32","Gadus macrocephalus",17768.2413713848,"A"
"284","e02228-A","sample","e02228","A",124,"24","Eleginus gracilis",0,"A"
"285","e02228-A","sample","e02228","A",124,"24","Gadus chalcogrammus",4048,"A"
"286","e02228-A","sample","e02228","A",124,"24","Gadus macrocephalus",35124.1031220073,"A"
"287","e02228-B","sample","e02228","B",124,"24","Eleginus gracilis",0,"A"
"288","e02228-B","sample","e02228","B",124,"24","Gadus chalcogrammus",2477,"A"
"289","e02228-B","sample","e02228","B",124,"24","Gadus macrocephalus",26853.8537061865,"A"
"290","e02228-C","sample","e02228","C",124,"24","Eleginus gracilis",0,"A"
"291","e02228-C","sample","e02228","C",124,"24","Gadus chalcogrammus",1730,"A"
"292","e02228-C","sample","e02228","C",124,"24","Gadus macrocephalus",23830.4658494541,"A"
"293","e02231-A","sample","e02231","A",379,"24","Eleginus gracilis",96,"A"
"294","e02231-A","sample","e02231","A",379,"24","Gadus chalcogrammus",6207,"A"
"295","e02231-A","sample","e02231","A",379,"24","Gadus macrocephalus",16662.0572304156,"A"
"296","e02231-B","sample","e02231","B",379,"24","Eleginus gracilis",123,"A"
"297","e02231-B","sample","e02231","B",379,"24","Gadus chalcogrammus",9682,"A"
"298","e02231-B","sample","e02231","B",379,"24","Gadus macrocephalus",22445.8611760199,"A"
"299","e02231-C","sample","e02231","C",379,"24","Eleginus gracilis",0,"A"
"300","e02231-C","sample","e02231","C",379,"24","Gadus chalcogrammus",5516,"A"
"301","e02231-C","sample","e02231","C",379,"24","Gadus macrocephalus",20621.6957287876,"A"
"302","e02233-A","sample","e02233","A",106,"24","Eleginus gracilis",0,"A"
"303","e02233-A","sample","e02233","A",106,"24","Gadus chalcogrammus",3994,"A"
"304","e02233-A","sample","e02233","A",106,"24","Gadus macrocephalus",27412.9970503735,"A"
"305","e02233-B","sample","e02233","B",106,"24","Eleginus gracilis",0,"A"
"306","e02233-B","sample","e02233","B",106,"24","Gadus chalcogrammus",6340,"A"
"307","e02233-B","sample","e02233","B",106,"24","Gadus macrocephalus",36472.9575560237,"A"
"308","e02233-C","sample","e02233","C",106,"24","Eleginus gracilis",0,"A"
"309","e02233-C","sample","e02233","C",106,"24","Gadus chalcogrammus",3109,"A"
"310","e02233-C","sample","e02233","C",106,"24","Gadus macrocephalus",23899.7164527868,"A"
"311","e02235-A","sample","e02235","A",351,"32","Gadus chalcogrammus",2641,"A"
