Sample_ID,extraction_ID,pcr_replicate,project,alt_ID,tank_ID,station_ID,sample_type,extraction_plate,extraction_well,DNA_conc,MiSeq_run,collection_year,collection_month,collection_day,location1,longitude,latitude,depth,time_of_day
e02488_B,e02488,B,aquaria,353,80,NA,sample,25_2023,H5,1.226,B,2023,6,1,NA,NA,NA,NA,NA
e02489_B,e02489,B,aquaria,390,T,NA,field_blank,25_2023,A6,0.244,B,2023,6,1,NA,NA,NA,NA,NA
e02490_B,e02490,B,aquaria,109,22,NA,sample,25_2023,B6,3.857,B,2023,7,25,NA,NA,NA,NA,NA
e02491_B,e02491,B,aquaria,14,22,NA,sample,25_2023,C6,4.277,B,2023,7,25,NA,NA,NA,NA,NA
e02492_B,e02492,B,aquaria,65,22,NA,sample,25_2023,D6,3.59,B,2023,7,25,NA,NA,NA,NA,NA
e02493_B,e02493,B,aquaria,64,63,NA,sample,25_2023,E6,27.001,B,2023,7,25,NA,NA,NA,NA,NA
e02494_B,e02494,B,aquaria,36,63,NA,sample,25_2023,F6,38.792,B,2023,7,25,NA,NA,NA,NA,NA
e02495_B,e02495,B,aquaria,251,63,NA,sample,25_2023,G6,30.634,B,2023,7,25,NA,NA,NA,NA,NA
NC1_B,NC1,B,aquaria,NA,NA,NA,PCR_blank,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA
e02496_B,e02496,B,aquaria,234,14,NA,sample,25_2023,A7,4.108,B,2023,7,25,NA,NA,NA,NA,NA
e02497_B,e02497,B,aquaria,272,14,NA,sample,25_2023,B7,3.027,B,2023,7,25,NA,NA,NA,NA,NA
e02498_B,e02498,B,aquaria,150,14,NA,sample,25_2023,C7,4.58,B,2023,7,25,NA,NA,NA,NA,NA
e02499_B,e02499,B,aquaria,,NA,NA,extraction_blank,25_2023,D7,0.161,B,NA,NA,NA,NA,NA,NA,NA,NA
e02500_B,e02500,B,aquaria,254,78,NA,sample,25_2023,E7,34.841,B,2023,7,25,NA,NA,NA,NA,NA
e02501_B,e02501,B,aquaria,73,78,NA,sample,25_2023,F7,28.793,B,2023,7,25,NA,NA,NA,NA,NA
NC2_B,NC2,B,aquaria,NA,NA,NA,PCR_blank,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA
atlcod1_B,atlcod1,B,aquaria,NA,NA,NA,positive,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA
e02449_C,e02449,C,aquaria,494,T,NA,field_blank,25_2023,A1,0.296,B,2023,4,28,NA,NA,NA,NA,NA
e02450_C,e02450,C,aquaria,239,46,NA,sample,25_2023,B1,3.728,B,2023,5,1,NA,NA,NA,NA,NA
e02451_C,e02451,C,aquaria,NA,NA,NA,extraction_blank,25_2023,C1,0.15,B,NA,NA,NA,NA,NA,NA,NA,NA
e02452_C,e02452,C,aquaria,473,46,NA,sample,25_2023,D1,3.746,B,2023,5,1,NA,NA,NA,NA,NA
e02453_C,e02453,C,aquaria,45,46,NA,sample,25_2023,E1,4.111,B,2023,5,1,NA,NA,NA,NA,NA
e02454_C,e02454,C,aquaria,111,96,NA,sample,25_2023,F1,4.968,B,2023,5,1,NA,NA,NA,NA,NA
e02455_C,e02455,C,aquaria,440,96,NA,sample,25_2023,G1,4.966,B,2023,5,1,NA,NA,NA,NA,NA
e02456_C,e02456,C,aquaria,132,96,NA,sample,25_2023,H1,4.801,B,2023,5,1,NA,NA,NA,NA,NA
e02457_C,e02457,C,aquaria,396,T,NA,field_blank,25_2023,A2,0.212,B,2023,5,1,NA,NA,NA,NA,NA
e02458_C,e02458,C,aquaria,92,56,NA,sample,25_2023,B2,2.74,B,2023,5,5,NA,NA,NA,NA,NA
e02459_C,e02459,C,aquaria,449,49,NA,sample,25_2023,C2,3.303,B,2023,5,5,NA,NA,NA,NA,NA
e02460_C,e02460,C,aquaria,477,49,NA,sample,25_2023,D2,3.624,B,2023,5,5,NA,NA,NA,NA,NA
e02461_C,e02461,C,aquaria,319,49,NA,sample,25_2023,E2,2.803,B,2023,5,5,NA,NA,NA,NA,NA
e02462_C,e02462,C,aquaria,365,56,NA,sample,25_2023,F2,3.223,B,2023,5,5,NA,NA,NA,NA,NA
e02463_C,e02463,C,aquaria,322,56,NA,sample,25_2023,G2,2.102,B,2023,5,5,NA,NA,NA,NA,NA
e02464_C,e02464,C,aquaria,438,33,NA,sample,25_2023,H2,1.393,B,2023,5,26,NA,NA,NA,NA,NA
e02465_C,e02465,C,aquaria,432,T,NA,field_blank,25_2023,A3,0.27,B,2023,5,26,NA,NA,NA,NA,NA
e02466_C,e02466,C,aquaria,450,54,NA,sample,25_2023,B3,2.326,B,2023,5,22,NA,NA,NA,NA,NA
e02467_C,e02467,C,aquaria,NA,NA,NA,extraction_blank,25_2023,C3,0.148,B,NA,NA,NA,NA,NA,NA,NA,NA
e02468_C,e02468,C,aquaria,236,54,NA,sample,25_2023,D3,2.34,B,2023,5,22,NA,NA,NA,NA,NA
e02469_C,e02469,C,aquaria,274,T,NA,field_blank,25_2023,E3,0.203,B,2023,5,19,NA,NA,NA,NA,NA
e02470_C,e02470,C,aquaria,93,33,NA,sample,25_2023,F3,1.807,B,2023,5,26,NA,NA,NA,NA,NA
e02471_C,e02471,C,aquaria,183,83,NA,sample,25_2023,G3,1.291,B,2023,5,26,NA,NA,NA,NA,NA
e02472_C,e02472,C,aquaria,235,70,NA,sample,25_2023,H3,2.32,B,2023,5,22,NA,NA,NA,NA,NA
e02473_C,e02473,C,aquaria,427,54,NA,sample,25_2023,A4,3.189,B,2023,5,22,NA,NA,NA,NA,NA
e02474_C,e02474,C,aquaria,304,38,NA,sample,25_2023,B4,3.969,B,2023,5,19,NA,NA,NA,NA,NA
e02475_C,e02475,C,aquaria,415,T,NA,field_blank,25_2023,C4,0.267,B,2023,5,30,NA,NA,NA,NA,NA
e02476_C,e02476,C,aquaria,468,33,NA,sample,25_2023,D4,1.938,B,2023,5,26,NA,NA,NA,NA,NA
e02477_C,e02477,C,aquaria,389,83,NA,sample,25_2023,E4,1.795,B,2023,5,26,NA,NA,NA,NA,NA
e02478_C,e02478,C,aquaria,293,70,NA,sample,25_2023,F4,2.545,B,2023,5,22,NA,NA,NA,NA,NA
e02479_C,e02479,C,aquaria,400,70,NA,sample,25_2023,G4,2.6,B,2023,5,22,NA,NA,NA,NA,NA
e02480_C,e02480,C,aquaria,99,62,NA,sample,25_2023,H4,1.102,B,2023,5,30,NA,NA,NA,NA,NA
e02481_C,e02481,C,aquaria,76,62,NA,sample,25_2023,A5,1.508,B,2023,5,30,NA,NA,NA,NA,NA
e02482_C,e02482,C,aquaria,428,62,NA,sample,25_2023,B5,1.433,B,2023,5,30,NA,NA,NA,NA,NA
e02483_C,e02483,C,aquaria,NA,NA,NA,extraction_blank,25_2023,C5,0.151,B,NA,NA,NA,NA,NA,NA,NA,NA
e02484_C,e02484,C,aquaria,141,86,NA,sample,25_2023,D5,1.31,B,2023,3,17,NA,NA,NA,NA,NA
e02485_C,e02485,C,aquaria,4,T,NA,field_blank,25_2023,E5,0.244,B,2023,5,22,NA,NA,NA,NA,NA
e02486_C,e02486,C,aquaria,329,80,NA,sample,25_2023,F5,1.28,B,2023,6,1,NA,NA,NA,NA,NA
e02487_C,e02487,C,aquaria,200,80,NA,sample,25_2023,G5,1.379,B,2023,6,1,NA,NA,NA,NA,NA
e02488_C,e02488,C,aquaria,353,80,NA,sample,25_2023,H5,1.226,B,2023,6,1,NA,NA,NA,NA,NA
e02489_C,e02489,C,aquaria,390,T,NA,field_blank,25_2023,A6,0.244,B,2023,6,1,NA,NA,NA,NA,NA
e02490_C,e02490,C,aquaria,109,22,NA,sample,25_2023,B6,3.857,B,2023,7,25,NA,NA,NA,NA,NA
e02491_C,e02491,C,aquaria,14,22,NA,sample,25_2023,C6,4.277,B,2023,7,25,NA,NA,NA,NA,NA
e02492_C,e02492,C,aquaria,65,22,NA,sample,25_2023,D6,3.59,B,2023,7,25,NA,NA,NA,NA,NA
e02493_C,e02493,C,aquaria,64,63,NA,sample,25_2023,E6,27.001,B,2023,7,25,NA,NA,NA,NA,NA
e02494_C,e02494,C,aquaria,36,63,NA,sample,25_2023,F6,38.792,B,2023,7,25,NA,NA,NA,NA,NA
e02495_C,e02495,C,aquaria,251,63,NA,sample,25_2023,G6,30.634,B,2023,7,25,NA,NA,NA,NA,NA
NC1_C,NC1,C,aquaria,NA,NA,NA,PCR_blank,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA
e02496_C,e02496,C,aquaria,234,14,NA,sample,25_2023,A7,4.108,B,2023,7,25,NA,NA,NA,NA,NA
e02497_C,e02497,C,aquaria,272,14,NA,sample,25_2023,B7,3.027,B,2023,7,25,NA,NA,NA,NA,NA
e02498_C,e02498,C,aquaria,150,14,NA,sample,25_2023,C7,4.58,B,2023,7,25,NA,NA,NA,NA,NA
e02499_C,e02499,C,aquaria,,NA,NA,extraction_blank,25_2023,D7,0.161,B,NA,NA,NA,NA,NA,NA,NA,NA
e02500_C,e02500,C,aquaria,254,78,NA,sample,25_2023,E7,34.841,B,2023,7,25,NA,NA,NA,NA,NA
e02501_C,e02501,C,aquaria,73,78,NA,sample,25_2023,F7,28.793,B,2023,7,25,NA,NA,NA,NA,NA
NC2_C,NC2,C,aquaria,NA,NA,NA,PCR_blank,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA
atlcod1_C,atlcod1,C,aquaria,NA,NA,NA,positive,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA
e02595_A,e02595,A,DBO,E1146,NA,DBO2.3,sample,26_2023,F12,NA,B,2021,11,16,Bering Sea,-168.2356667,64.66983333,10,7:31
e02596_A,e02596,A,DBO,B3,NA,NA,field_blank,26_2023,G12,NA,B,2021,11,16,NA,NA,NA,NA,NA
e02597_A,e02597,A,DBO,NC,NA,NA,field_blank,26_2023,H12,NA,B,2021,11,8,NA,NA,NA,NA,NA
e02595_B,e02595,B,DBO,E1146,NA,DBO2.3,sample,26_2023,F12,NA,B,2021,11,16,Bering Sea,-168.2356667,64.66983333,NA,NA
e02596_B,e02596,B,DBO,B3,NA,NA,field_blank,26_2023,G12,NA,B,2021,11,16,NA,NA,NA,NA,NA
e02597_B,e02597,B,DBO,NC,NA,NA,field_blank,26_2023,H12,NA,B,2021,11,8,NA,NA,NA,NA,NA
e02595_C,e02595,C,DBO,E1146,NA,DBO2.3,sample,26_2023,F12,NA,B,2021,11,16,Bering Sea,-168.2356667,64.66983333,NA,NA
e02596_C,e02596,C,DBO,B3,NA,NA,field_blank,26_2023,G12,NA,B,2021,11,16,NA,NA,NA,NA,NA
e02597_C,e02597,C,DBO,NC,NA,NA,field_blank,26_2023,H12,NA,B,2021,11,8,NA,NA,NA,NA,NA
NC5_A,NC5,A,DBO,NA,NA,NA,PCR_blank,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA
atlcod3_A,atlcod3,A,DBO,NA,NA,NA,positive,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA
e02502_A,e02502,A,DBO,E1053,NA,DBO3.8,sample,26_2023,A1,NA,B,2021,11,8,Chukchi Sea,-168.9495,67.67663333,46,13:04
e02503_A,e02503,A,DBO,E1054,NA,DBO3.8,sample,26_2023,B1,NA,B,2021,11,8,Chukchi Sea,-168.9495,67.67663333,30,13:04
e02504_A,e02504,A,DBO,E1055,NA,DBO3.8,sample,26_2023,C1,NA,B,2021,11,8,Chukchi Sea,-168.9495,67.67663333,10,13:04
e02505_A,e02505,A,DBO,E1056,NA,DBO4.1,sample,26_2023,D1,NA,B,2021,11,9,Chukchi Sea,-160.2647333,71.19315,49,17:39
e02506_A,e02506,A,DBO,E1057,NA,DBO4.1,sample,26_2023,E1,NA,B,2021,11,9,Chukchi Sea,-160.2647333,71.19315,30,17:39
e02507_A,e02507,A,DBO,E1058,NA,DBO4.1,sample,26_2023,F1,NA,B,2021,11,9,Chukchi Sea,-160.2647333,71.19315,10,17:39
e02508_A,e02508,A,DBO,E1059,NA,DBO4.2,sample,26_2023,G1,NA,B,2021,11,9,Chukchi Sea,-160.6566667,71.3218,43,19:55
e02509_A,e02509,A,DBO,E1060,NA,DBO4.2,sample,26_2023,H1,NA,B,2021,11,9,Chukchi Sea,-160.6566667,71.3218,30,19:55
e02510_A,e02510,A,DBO,E1061,NA,DBO4.2,sample,26_2023,A2,NA,B,2021,11,9,Chukchi Sea,-160.6566667,71.3218,10,19:55
e02511_A,e02511,A,DBO,E1062,NA,DBO4.3,sample,26_2023,B2,NA,B,2021,11,9,Chukchi Sea,-161.0393833,71.45433333,43,22:19
e02512_A,e02512,A,DBO,E1063,NA,DBO4.3,sample,26_2023,C2,NA,B,2021,11,9,Chukchi Sea,-161.0393833,71.45433333,30,22:19
e02513_A,e02513,A,DBO,E1064,NA,DBO4.3,sample,26_2023,D2,NA,B,2021,11,9,Chukchi Sea,-161.0393833,71.45433333,10,22:19
e02514_A,e02514,A,DBO,E1065,NA,DBO4.4,sample,26_2023,E2,NA,B,2021,11,10,Chukchi Sea,161.4058333,71.589,43,1:26
e02515_A,e02515,A,DBO,E1066,NA,DBO4.4,sample,26_2023,F2,NA,B,2021,11,10,Chukchi Sea,161.4058333,71.589,30,1:26
e02516_A,e02516,A,DBO,E1067,NA,DBO4.4,sample,26_2023,G2,NA,B,2021,11,10,Chukchi Sea,161.4058333,71.589,10,1:26
e02517_A,e02517,A,DBO,E1068,NA,CEO,sample,26_2023,H2,NA,B,2021,11,10,Chukchi Sea,-161.5248333,71.59083333,42,3:18
e02518_A,e02518,A,DBO,E1069,NA,CEO,sample,26_2023,A3,NA,B,2021,11,10,Chukchi Sea,-161.5248333,71.59083333,30,3:18
e02519_A,e02519,A,DBO,E1070,NA,CEO,sample,26_2023,B3,NA,B,2021,11,10,Chukchi Sea,-161.5248333,71.59083333,10,3:18
e02520_A,e02520,A,DBO,E1071,NA,DBO4.5,sample,26_2023,C3,NA,B,2021,11,10,Arctic Ocean,-161.7747167,71.71866667,39,5:34
e02521_A,e02521,A,DBO,E1072,NA,DBO4.5,sample,26_2023,D3,NA,B,2021,11,10,Arctic Ocean,-161.7747167,71.71866667,30,5:34
e02522_A,e02522,A,DBO,E1073,NA,DBO4.5,sample,26_2023,E3,NA,B,2021,11,10,Arctic Ocean,-161.7747167,71.71866667,10,5:34
e02523_A,e02523,A,DBO,E1074,NA,DBO4.6,sample,26_2023,F3,NA,B,2021,11,10,Arctic Ocean,-162.17025,71.8507,37,9:39
e02524_A,e02524,A,DBO,E1075,NA,DBO4.6,sample,26_2023,G3,NA,B,2021,11,10,Arctic Ocean,-162.17025,71.8507,31,9:39
e02525_A,e02525,A,DBO,E1076,NA,DBO4.6,sample,26_2023,H3,NA,B,2021,11,10,Arctic Ocean,-162.17025,71.8507,11,9:39
e02526_A,e02526,A,DBO,E1077,NA,C2,sample,26_2023,A4,NA,B,2021,11,10,Chukchi Sea,-164,71,40,20:10
e02527_A,e02527,A,DBO,E1078,NA,C2,sample,26_2023,B4,NA,B,2021,11,10,Chukchi Sea,-164,71,30,20:10
e02528_A,e02528,A,DBO,E1079,NA,C2,sample,26_2023,C4,NA,B,2021,11,10,Chukchi Sea,-164,71,10,20:10
e02529_A,e02529,A,DBO,E1080,NA,DBO3.1,sample,26_2023,D4,NA,B,2021,11,11,Chukchi Sea,-166.9293667,68.304,30,16:21
e02530_A,e02530,A,DBO,E1081,NA,DBO3.1,sample,26_2023,E4,NA,B,2021,11,11,Chukchi Sea,-166.9293667,68.304,10,16:21
e02531_A,e02531,A,DBO,E1082,NA,DBO3.2,sample,26_2023,F4,NA,B,2021,11,11,Arctic Ocean,-167.12175,68.25066667,38,18:15
e02532_A,e02532,A,DBO,E1083,NA,DBO3.2,sample,26_2023,G4,NA,B,2021,11,11,Arctic Ocean,-167.12175,68.25066667,31,18:15
e02533_A,e02533,A,DBO,E1084,NA,DBO3.2,sample,26_2023,H4,NA,B,2021,11,11,Arctic Ocean,-167.12175,68.25066667,10,18:15
e02534_A,e02534,A,DBO,E1085,NA,DBO3.3,sample,26_2023,A5,NA,B,2021,11,11,Chukchi Sea,-167.2911667,68.19051667,43,20:26
e02535_A,e02535,A,DBO,E1086,NA,DBO3.3,sample,26_2023,B5,NA,B,2021,11,11,Chukchi Sea,-167.2911667,68.19051667,30,20:26
e02536_A,e02536,A,DBO,E1087,NA,DBO3.3,sample,26_2023,C5,NA,B,2021,11,11,Chukchi Sea,-167.2911667,68.19051667,10,20:26
e02537_A,e02537,A,DBO,E1088,NA,DBO3.4,sample,26_2023,D5,NA,B,2021,11,11,Chukchi Sea,-167.4833333,68.11666667,45,NA
e02538_A,e02538,A,DBO,E1089,NA,DBO3.4,sample,26_2023,E5,NA,B,2021,11,11,Chukchi Sea,-167.4833333,68.11666667,30,NA
e02539_A,e02539,A,DBO,E1090,NA,DBO3.4,sample,26_2023,F5,NA,B,2021,11,11,Chukchi Sea,-167.4833333,68.11666667,10,NA
e02540_A,e02540,A,DBO,E1091,NA,DBO3.5,sample,26_2023,G5,NA,B,2021,11,12,Chukchi Sea,-167.8853333,68.013,49,0:37
e02541_A,e02541,A,DBO,E1092,NA,DBO3.5,sample,26_2023,H5,NA,B,2021,11,12,Chukchi Sea,-167.8853333,68.013,31,0:37
e02542_A,e02542,A,DBO,E1093,NA,DBO3.5,sample,26_2023,A6,NA,B,2021,11,12,Chukchi Sea,-167.8853333,68.013,10,0:37
e02543_A,e02543,A,DBO,E1094,NA,DBO3.6,sample,26_2023,B6,NA,B,2021,11,12,Chukchi Sea,-167.2166667,68.88333333,53,3:56
e02544_A,e02544,A,DBO,E1095,NA,DBO3.6,sample,26_2023,C6,NA,B,2021,11,12,Chukchi Sea,-167.2166667,68.88333333,30,3:56
e02545_A,e02545,A,DBO,E1096,NA,DBO3.6,sample,26_2023,D6,NA,B,2021,11,12,Chukchi Sea,-167.2166667,68.88333333,10,3:56
e02546_A,e02546,A,DBO,E1097,NA,DBO3.7,sample,26_2023,E6,NA,B,2021,11,12,Chukchi Sea,-168.5949667,67.78283333,45,6:39
e02547_A,e02547,A,DBO,E1098,NA,DBO3.7,sample,26_2023,F6,NA,B,2021,11,12,Chukchi Sea,-168.5949667,67.78283333,30,6:39
e02548_A,e02548,A,DBO,E1099,NA,DBO3.7,sample,26_2023,G6,NA,B,2021,11,12,Chukchi Sea,-168.5949667,67.78283333,10,6:39
e02549_A,e02549,A,DBO,E1100,NA,M8,sample,26_2023,H6,NA,B,2021,11,14,Bering Sea,-174.68,62.20133333,68,0:51
e02550_A,e02550,A,DBO,E1101,NA,M8,sample,26_2023,A7,NA,B,2021,11,14,Bering Sea,-174.68,62.20133333,31,0:51
e02551_A,e02551,A,DBO,E1102,NA,M8,sample,26_2023,B7,NA,B,2021,11,14,Bering Sea,-174.68,62.20133333,10,0:51
e02552_A,e02552,A,DBO,E1103,NA,DBO1.1,sample,26_2023,C7,NA,B,2021,11,14,Bering Sea,-175.0666667,62,74,3:06
e02553_A,e02553,A,DBO,E1104,NA,DBO1.1,sample,26_2023,D7,NA,B,2021,11,14,Bering Sea,-175.0666667,62,30,3:06
e02554_A,e02554,A,DBO,E1105,NA,DBO1.1,sample,26_2023,E7,NA,B,2021,11,14,Bering Sea,-175.0666667,62,10,3:06
e02555_A,e02555,A,DBO,E1106,NA,DBO1.2,sample,26_2023,F7,NA,B,2021,11,14,Bering Sea,-175.2086333,62.04928333,76,5:06
e02556_A,e02556,A,DBO,E1107,NA,DBO1.2,sample,26_2023,G7,NA,B,2021,11,14,Bering Sea,-175.2086333,62.04928333,31,5:06
e02557_A,e02557,A,DBO,E1108,NA,DBO1.2,sample,26_2023,H7,NA,B,2021,11,14,Bering Sea,-175.2086333,62.04928333,10,5:06
e02558_A,e02558,A,DBO,E1109,NA,DBO1.3,sample,26_2023,A8,NA,B,2021,11,14,Bering Sea,-174.8778333,62.22,70,8:01
e02559_A,e02559,A,DBO,E1110,NA,DBO1.3,sample,26_2023,B8,NA,B,2021,11,14,Bering Sea,-174.8778333,62.22,31,8:01
e02560_A,e02560,A,DBO,E1111,NA,DBO1.3,sample,26_2023,C8,NA,B,2021,11,14,Bering Sea,-174.8778333,62.22,10,8:01
e02561_A,e02561,A,DBO,E1112,NA,DBO1.4,sample,26_2023,D8,NA,B,2021,11,14,Bering Sea,-174.5716,62.39033333,65,9:58
e02562_A,e02562,A,DBO,E1113,NA,DBO1.4,sample,26_2023,E8,NA,B,2021,11,14,Bering Sea,-174.5716,62.39033333,30,9:58
e02563_A,e02563,A,DBO,E1114,NA,DBO1.4,sample,26_2023,F8,NA,B,2021,11,14,Bering Sea,-174.5716,62.39033333,10,9:58
e02564_A,e02564,A,DBO,E1115,NA,DBO1.5,sample,26_2023,G8,NA,B,2021,11,14,Bering Sea,-174.0845,62.46833333,63,13:19
e02565_A,e02565,A,DBO,E1116,NA,DBO1.5,sample,26_2023,H8,NA,B,2021,11,14,Bering Sea,-174.0845,62.46833333,30,13:19
e02566_A,e02566,A,DBO,E1117,NA,DBO1.5,sample,26_2023,A9,NA,B,2021,11,14,Bering Sea,-174.0845,62.46833333,10,13:19
e02567_A,e02567,A,DBO,E1118,NA,DBO1.6,sample,26_2023,B9,NA,B,2021,11,14,Bering Sea,-173.55045,62.5605,60,15:00
e02568_A,e02568,A,DBO,E1119,NA,DBO1.6,sample,26_2023,C9,NA,B,2021,11,14,Bering Sea,-173.55045,62.5605,31,15:00
e02569_A,e02569,A,DBO,E1120,NA,DBO1.6,sample,26_2023,D9,NA,B,2021,11,14,Bering Sea,-173.55045,62.5605,11,15:00
e02570_A,e02570,A,DBO,E1121,NA,DBO1.7,sample,26_2023,E9,NA,B,2021,11,14,Bering Sea,-173.5004167,62.7875,66,18:51
e02571_A,e02571,A,DBO,E1122,NA,DBO1.7,sample,26_2023,F9,NA,B,2021,11,14,Bering Sea,-173.5004167,62.7875,31,18:51
e02572_A,e02572,A,DBO,E1123,NA,DBO1.7,sample,26_2023,G9,NA,B,2021,11,14,Bering Sea,-173.5004167,62.7875,11,18:51
e02573_A,e02573,A,DBO,E1124,NA,DBO1.8,sample,26_2023,H9,NA,B,2021,11,14,Bering Sea,-173.461,63.03016667,65,20:50
e02574_A,e02574,A,DBO,E1125,NA,DBO1.8,sample,26_2023,A10,NA,B,2021,11,14,Bering Sea,-173.461,63.03016667,30,20:50
e02575_A,e02575,A,DBO,E1126,NA,DBO1.8,sample,26_2023,B10,NA,B,2021,11,14,Bering Sea,-173.461,63.03016667,11,20:50
e02576_A,e02576,A,DBO,E1127,NA,DBO1.9,sample,26_2023,C10,NA,B,2021,11,15,Bering Sea,-173.281,63.27833333,61,0:34
e02577_A,e02577,A,DBO,E1128,NA,DBO1.9,sample,26_2023,D10,NA,B,2021,11,15,Bering Sea,-173.281,63.27833333,31,0:34
e02578_A,e02578,A,DBO,E1129,NA,DBO1.9,sample,26_2023,E10,NA,B,2021,11,15,Bering Sea,-173.281,63.27833333,11,0:34
e02579_A,e02579,A,DBO,E1130,NA,DBO1.10,sample,26_2023,F10,NA,B,2021,11,15,Bering Sea,-172.5931667,63.60483333,46,3:54
e02580_A,e02580,A,DBO,E1131,NA,DBO1.10,sample,26_2023,G10,NA,B,2021,11,15,Bering Sea,-172.5931667,63.60483333,30,3:54
e02581_A,e02581,A,DBO,E1132,NA,DBO1.10,sample,26_2023,H10,NA,B,2021,11,15,Bering Sea,-172.5931667,63.60483333,11,3:54
e02582_A,e02582,A,DBO,E1133,NA,DBO2.1,sample,26_2023,A11,NA,B,2021,11,15,Bering Sea,-169.9187,64.67016667,43,12:20
e02583_A,e02583,A,DBO,E1134,NA,DBO2.1,sample,26_2023,B11,NA,B,2021,11,15,Bering Sea,-169.9187,64.67016667,30,12:20
e02584_A,e02584,A,DBO,E1135,NA,DBO2.1,sample,26_2023,C11,NA,B,2021,11,15,Bering Sea,-169.9187,64.67016667,10,12:20
e02585_A,e02585,A,DBO,E1136,NA,DBO2.2,sample,26_2023,D11,NA,B,2021,11,15,Bering Sea,-169.1006667,64.68,41,15:44
e02586_A,e02586,A,DBO,E1137,NA,DBO2.2,sample,26_2023,E11,NA,B,2021,11,15,Bering Sea,-169.1006667,64.68,30,15:44
e02587_A,e02587,A,DBO,E1138,NA,DBO2.2,sample,26_2023,F11,NA,B,2021,11,15,Bering Sea,-169.1006667,64.68,10,15:44
e02588_A,e02588,A,DBO,E1139,NA,DBO2.5,sample,26_2023,G11,NA,B,2021,11,15,Bering Sea,-169.1398333,64.98983333,44,22:03
e02589_A,e02589,A,DBO,E1140,NA,DBO2.5,sample,26_2023,H11,NA,B,2021,11,15,Bering Sea,-169.1398333,64.98983333,31,22:03
e02590_A,e02590,A,DBO,E1141,NA,DBO2.5,sample,26_2023,A12,NA,B,2021,11,15,Bering Sea,-169.1398333,64.98983333,10,22:03
e02591_A,e02591,A,DBO,E1142,NA,DBO2.4,sample,26_2023,B12,NA,B,2021,11,16,Bering Sea,-169.8803333,64.95883333,44,1:31
e02592_A,e02592,A,DBO,E1143,NA,DBO2.4,sample,26_2023,C12,NA,B,2021,11,16,Bering Sea,-169.8803333,64.95883333,30,1:31
e02593_A,e02593,A,DBO,E1144,NA,DBO2.4,sample,26_2023,D12,NA,B,2021,11,16,Bering Sea,-169.8803333,64.95883333,10,1:31
e02594_A,e02594,A,DBO,E1145,NA,DBO2.3,sample,26_2023,E12,NA,B,2021,11,16,Bering Sea,-168.2356667,64.66983333,34,7:31
NC3_A,NC3,A,DBO,NA,NA,NA,PCR_blank,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA
NC4_A,NC4,A,DBO,NA,NA,NA,PCR_blank,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA
atlcod2_A,atlcod2,A,DBO,NA,NA,NA,positive,NA,NA,NA,B,NA,NA,NA,NA,NA,NA,NA,NA
e02502_B,e02502,B,DBO,E1053,NA,DBO3.8,sample,26_2023,A1,NA,B,2021,11,8,Chukchi Sea,-168.9495,67.67663333,46,13:04
e02503_B,e02503,B,DBO,E1054,NA,DBO3.8,sample,26_2023,B1,NA,B,2021,11,8,Chukchi Sea,-168.9495,67.67663333,30,13:04
e02504_B,e02504,B,DBO,E1055,NA,DBO3.8,sample,26_2023,C1,NA,B,2021,11,8,Chukchi Sea,-168.9495,67.67663333,10,13:04
e02505_B,e02505,B,DBO,E1056,NA,DBO4.1,sample,26_2023,D1,NA,B,2021,11,9,Chukchi Sea,-160.2647333,71.19315,49,17:39
e02506_B,e02506,B,DBO,E1057,NA,DBO4.1,sample,26_2023,E1,NA,B,2021,11,9,Chukchi Sea,-160.2647333,71.19315,30,17:39
e02507_B,e02507,B,DBO,E1058,NA,DBO4.1,sample,26_2023,F1,NA,B,2021,11,9,Chukchi Sea,-160.2647333,71.19315,10,17:39
e02508_B,e02508,B,DBO,E1059,NA,DBO4.2,sample,26_2023,G1,NA,B,2021,11,9,Chukchi Sea,-160.6566667,71.3218,43,19:55
e02509_B,e02509,B,DBO,E1060,NA,DBO4.2,sample,26_2023,H1,NA,B,2021,11,9,Chukchi Sea,-160.6566667,71.3218,30,19:55
e02510_B,e02510,B,DBO,E1061,NA,DBO4.2,sample,26_2023,A2,NA,B,2021,11,9,Chukchi Sea,-160.6566667,71.3218,10,19:55
e02511_B,e02511,B,DBO,E1062,NA,DBO4.3,sample,26_2023,B2,NA,B,2021,11,9,Chukchi Sea,-161.0393833,71.45433333,43,22:19
e02512_B,e02512,B,DBO,E1063,NA,DBO4.3,sample,26_2023,C2,NA,B,2021,11,9,Chukchi Sea,-161.0393833,71.45433333,30,22:19
e02513_B,e02513,B,DBO,E1064,NA,DBO4.3,sample,26_2023,D2,NA,B,2021,11,9,Chukchi Sea,-161.0393833,71.45433333,10,22:19
